ID,Name,Purpose,Alpha Acid Low (%),Alpha Acid High (%),Beta Acid Low (%),Beta Acid High (%),Co-Humulone Low (%),Co-Humulone High (%),Country,Storability,Total Oil Composition Low (mL/100g),Total Oil Composition High (mL/100g),Myrcene Oil Low (%),Myrcene Oil High (%),Humulene Oil Low (%),Humulene Oil High (%),Caryophyllene Oil Low (%),Caryophyllene Oil High (%),Farnesene Oil Low (%),Farnesene Oil High (%),Linalool Oil Low (%),Linalool Oil High (%),Polyphenols Oil Low (%),Polyphenols Oil High (%),Substitutes,Style Guide,Also Known As,Characteristics,Description
b9356f8c-f4ec-4b55-a995-8140ad44ef1d,Hersbrucker,Aroma,2,5,4,6,19,25,Germany,Retains 55%-65% alpha acid after 6 months storage at 20ºC (68ºF),0.5,1.3,10,25,15,35,7,15,0,1,,,,,"Hallertauer Tradition, Spalter Select, Mount Hood, Strisselspalter, Hallertau, Liberty","Dunkel, Strong Ale, Pilsner, Altbier, Weizenbock, Golden Ale, Marzen, Pale Ale, Wheat, Specialty Ale, Hefeweizen, Light Ale, Lager","Hersbrucker-G, Hersbrucker Late, Hersbrucker Spaet, Hersbrucker Spat","Floral, fruity and spicy aromas",German hop Hersbrucker was originally bred with the intention of producing a variety resistant to verticillium wilt that could act as a replacement for Hallertau Mittelfrüh.
78c214af-3612-4d0b-9048-fcf0b9e98921,Tardif de Bourgogne,Aroma,3.1,5.5,3.1,5.5,20,,France,Retains 66% alpha acid after 6 months storage at 20ºC (68ºF),0.49,0.73,44,,13,,5.7,,0.2,,,,,,Precoce de Bourgogne,"Ale, Lager",,"Mild, European-style aroma","Translated into English, Tardif de Bourgogne means Late Burgundy. Similar to Precoce de Bourgogne (Early Burgundy), it is an aroma hop grown in small quantities in the Alsace region of France."
95906f4c-cacb-4261-a21d-e493b5b53b88,Bravo,Bittering,14,17,3,5,29,34,US,Retains 70% alpha acid after 6 months storage at 20ºC (68ºF),1.6,2.4,25,50,18,20,10,12,0,1,,,,,"Columbus, Zeus, Apollo, Magnum, Nugget","India Pale Ale, American Pale Ale, Extra Special Bitter",,"Spicy, earthy, and lightly floral aroma","Bravo’s high alpha content is largely attributable to its parent variety, Zeus. It’s bittering quality is considered smooth and in addition features light floral aromas and subtle flavors of orange and stone fruit making it highly desirable for use in many different ale styles."
4b730afc-2297-4c48-bd09-401d8c457cd2,Golding (BC),Aroma,4,7,,,,,Canada,,,,,,,,,,,,,,,,"East Kent Golding, Golding (American), Fuggle, Willamette","English Pale Ale, Stout, Porter","British Columbia Golding, BC Golding","Exhibits an earthy aroma profile with a flavor profile of smooth, rounded spice.","British Columbia Golding is produced, as one might expect, in Canada. Before the hops industry was fully established in the Pacific Northwest, BC Golding was the only North American-grown Golding. Its alphas are low so it’s bittering capacity is mild at best while it puts forward an earthy aroma profile and flavors of smooth, rounded spice. BC Golding makes a good, British-style pale and has also been noted for it’s successful use in Stouts and Porters."
5e175c7f-39d9-4db7-ad68-1254eed8a0df,Hallertau,Aroma,3.5,3.5,3.5,4.5,20,26,Germany,Retains 52%-58% alpha acid after 6 months storage at 20ºC (68ºF),0.6,1.2,35,44,30,55,10,15,0,1,,,,,"Liberty, Hallertau (US), Hallertauer Tradition","German Pilsner, Pale Ale, Wheat, American Lager","Hallertauer, Mittelfrüh, Mittelfrüher, Hallertauer Mittelfrüher, Hallertau Mittelfruh",Lightly flowery and spicy aroma,"Hallertau, Hallertauer and Hallertauer Mittelfrüher are all names for the original German Hallertau variety. Dating back more than 100 years, it stems from an old German landrace and is one of the original four “noble” hops. It features a lightly flowery and spicy aroma."
c4752218-f62d-41f3-a032-6d5ed8f7346c,Blue Northern Brewer,"Bittering, Aroma",6,8,3,4,24,,Belgium,Retains 78% alpha acid after 6 months storage at 20ºC (68ºF),0.76,,27,40,29,,10,,,,,,,,Chinook,India Pale Ale,,,The Blue Northern Brewer was discovered as a mutant with deep reddish-blue leaves growing in a Belgian hop yard in the early 1970’s. It was released as an ornamental variety in 1992. Its use for brewing is plausible but tentative.
1920682f-79ad-4bb7-8afe-216d48b998fa,Canadian Redvine,Aroma,5,,5,6,47,,Canada,Retains 80% alpha acid after 6 months storage at 20ºC (68ºF),11.2,,70,,2,,2,,4,7,,,,,"Newport, Magnum, Galena","Red Ale, Canadian Porter, French Porter",,"Mild cherry flavor, grapefruit peel aroma","Canadian Redvine, with its dense and profuse rhizomes, high vigor, excellent yield and disease resistance makes it seem like an interesting prospect but with such a high cohumulone content and low alphas, it is not widely used. It is said to impart mild flavors of cherry, berries, pine and even citrus."
bd90c14a-f1dc-4e85-ad39-778f7883cac6,Columbia,Aroma,8.8,,4,,40,,,Retains 72% alpha acid after 6 months storage at 20ºC (68ºF),1.2,,55,,17,,7,,4.1,,,,,,,,,"Pungent hoppy kick, twist of lemon citrus","Columbia enjoyed limited production in the 1980’s but was later discontinued in favor of Willamette. However, as craft brewers have started to discover Columbia’s unique, pungent kick of hoppiness and notable twist of lemon citrus, it seems to have come back in to fashion. Columbia was returned to production in 2011. Now it’s used in Widmer Bros. Columbia Common Spring Ale among others."
6944fb44-03b3-4e92-b830-22e24dbbf230,Fuggle,Aroma,2.4,6.1,2.1,2.8,25,29,UK,,0.44,0.83,43.4,,26.6,,9.1,,4.3,,,,,,"Fuggle (US), Willamette, Styrian Golding, Tettnanger, Newport","English Ale, Porter, Mild Ale, Bitter, Extra Special Bitter, Lambic, Amber Ale, Cask Ale, Stout, Oatmeal Stout, Strong Ale, Nut Brown Ale, Golden Ale, Christmas Ale","Fuggles, Fuggle UK",,"The Fuggle hop originates in England and was first discovered in 1861 in a hop yard owned by George Stace in Kent. Some 14 years later it was officially named and introduced by Richard Fuggle of Benchley in 1875. Similar to a Styrian Golding, is noted for its distinct European aroma and has enjoyed a long, versatile run. At its peak nearly 100 years ago Fuggle was known as a dual-use hop. Today however, as other higher alpha acid varieties have become more prevalent, it’s now more prominently used for its aroma."
705f690f-f895-4f59-922b-f0de52bddf78,Omega,Aroma,9,10,3,4,29,,UK,Retains 78% alpha acid after 6 months storage at 20ºC (68ºF),1.72,,53,,17,,5,,,,,,,,,,,Pleasant European aroma,"Omega, despite its pleasant European aroma, decent alpha, storage stability and wilt resistance, exhibited a yield far too low to gain any major foothold commercially. Omega was Dr. R. A. Neve’s swansong before leaving his post in 1984 as head of the Hop Section at the esteemed English horticultural institution, Wye College."
92b70edf-8c73-43ab-9541-d884683d9eb2,Tettnanger,"Bittering, Aroma",3,5.8,2.8,5.3,24,,Germany,Retains 61% alpha acid after 6 months storage at 20ºC (68ºF),0.36,1.07,40.6,,20.4,,6.2,,11.3,,,,,,"Saaz, Spalt, Santiam, Spalter Select, Tettnanger (US)","Bitter, California Blonde Ale, Red Ale, Pilsner, Lager, American Amber Ale, Winter Ale, Pale Ale, Wheat Beer, Bavarian Hefeweizen, Cream Ale, American Lager","Tettnang, Tettnang Tettnanger, German Tettnang, Tettnanger (GR), Schwetzinger, Deutscher Frühopfen",Balanced floral and herbal aromas with some spiciness,"Selected from an old German landrace, Tettnanger is grown the world over. Swiss, US and Australian varieties can be found on the market today though some foreign versions labeled “Tettnanger” are actually a hybridized mix with Fuggle and not considered a true Tettnanger hop. Tettnanger is grown around its native village of Tettnang in southwest Germany and in small quantities near lake Konstanz in Switzerland."
a4f8d9fb-0b9e-4667-9e61-3c95d0a407a3,Dr Rudi,"Bittering, Aroma",10,12,7,8.5,36,39,New Zealand,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),1.3,1.6,29,48,22,33,6,10,0,1,,,,,Green Bullet,"Lager, India Pale Ale","SuperAlpha, Super Alpha, Dr Rudi","Grass, pine and citrus flavors","Originally known as SuperAlpha, the variety was renamed to Dr Rudi in 2012. It was bred from New Zealand Smooth Cone and is largely grown in New Zealand. It was originally released in 1976."
9507af51-eaf8-4d36-a63c-56b0f486ed97,Falconer’s Flight®,"Bittering, Aroma",9.5,12,4,5,20,25,US,,1.6,4.6,,,,,,,,,,,,,"Cascade, Columbus, Centennial","India Pale Ale, Pale Ale, Lager",,"Distinct tropical, floral, lemon and grapefruit attributes","Falconer’s Flight® is a proprietary blend of Pacific Northwest hops. These include 7 “C” hops, Cascade, Centennial, Chinook, Citra®, Cluster, Columbus and Crystal in addition to experimental varieties developed by Hopunion LLC."
0f979e18-7c13-492f-ab31-6bd29b3c3ab9,Pacific Gem,"Bittering, Aroma",13,16,7,9,37,40,New Zealand,Retains 70%-80% alpha acid after 6 months storage at 20ºC (68ºF),1.2,1.4,33,55,18,30,7,11,0,1,,,,,Fuggle,"Strong Ale, European Lagers",,Notes of oak and blackberry,"Pacific Gem is a New Zealand hops variety of interesting character. Bred at the New Zealand Horticultural Research Centre as a triploid cross between Smooth Cone, California Late Cluster and Fuggle, it is used around the world in various styles but most notably in European lagers. It was released in 1987."
0256f02c-a7b2-41bc-8bff-239128609b5c,Yakima Cluster,Bittering,4.4,9.8,3,6.1,42,,US,Retains 85% alpha acid after 6 months storage at 20ºC (68ºF),0.24,0.9,45,55,18,,6,7,1,,,,,,Chinook,,Late Cluster L-8,,"First grown in the late 1950’s, Yakima Cluster is the daughter of Late Cluster and the granddaughter of Pacific Coast Cluster. It doesn’t appear to be suited to either Idaho or Oregon growing regions in the US but seems to thrive in the drier Yakima Valley."
2fa2b02b-a8af-4442-bc6f-9616430cc7fc,Saphir,Aroma,2,4.5,4,7,12,17,Germany,,0.8,1.4,25,40,20,30,9,14,1,,0.8,1.3 ,4,5 ,"Hallertau, Hallertau Tradition, Spalter Select","Pilsner, Lager",Sapphire,"Lemon grass, Black tea, Strawberry, Juniper, Citrus","Released in 2002, Saphir features elements of spice and fruit amid refined citrus notes of tangerine. It is considered well suited to Belgian Whites as well as Pilsners and German Lagers."
29999548-c765-4191-9d23-065ccd4752b4,Tettnanger (Swiss),Aroma,4.1,6.3,3.6,5.7,22,,Switzerland,Retains 57% alpha acid after 6 months storage at 20ºC (68ºF),0.42,1.13,,,,,,,,,,,,,"Tettnanger, Fuggle, Saaz, Spalt, Ultra","Lager, Wheat Beer, Pilsner",,Noble aroma,"While it was initially thought to be the same variety as the original German Tettnanger, the Swiss-grown version is now considered to be genetically unique. While the original variety is also known to be cultivated in Switzerland, much of the branded Tettnanger (Swiss) product is actually Fuggle-derived. Despite this, it is higher yielding than its German Tettnanger counterpart and features a similar, noble aroma."
7c52dfca-712a-4ade-a71b-eb31bb438606,MultiHead,"Bittering, Aroma",3.5,5.5,5.5,8,45,,US,,0.5,1.5,48,,,,,,,,,,,,,Pale Ale,,"Heady, floral aroma, some sweet fruit and citrus","MultiHead is a neomexicanus breed native to New Mexico and is so named because of its tendency to produce dual cones. It is a unique hop in the industry and in brewing features a heady, floral aroma and some citrus elements."
bf79eb49-dff3-4daf-a3b3-7eee1c9b546b,Sticklebract,"Bittering, Aroma",13,14.2,7.5,8.5,40,45,New Zealand,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.76,1.72,51,64,8,11,3,6,4,4.6,,,,,Northern Brewer (GR),Extra Special Bitter,,Aromas of pine and citrus,Sticklebract is a dual-use New Zealand variety and another variety bred to stem the issues from Black Root Rot that were present in the country during the mid 20th century. It was selected as a seedling in the 1970’s from open pollinated First Choice.
743e41b0-88f7-402c-ac4a-b229a206a10e,Eroica,Bittering,12.3,,4.5,,40,,,Retains 77% alpha acid after 6 months storage at 20ºC (68ºF),0.8,1.3,55,65,0,1,7,13,0,1,,,,,"Bullion, Brewer’s Gold, Galena","Bitter, Pale Ale, Amber Ale, Porter, India Pale Ale",,Sharp fruity essence,"Despite Eroica hops enjoying a high alpha acid percentage, they are, on paper at least, overshadowed by their sister Galena. It appears this comparison is also moving them toward denouement of commercial production along with their cones being considered difficult to harvest and it’s susceptibility to Ringspot and Mosaic virus."
5102a85b-7bd6-4917-a7e5-2a0ab9b69c67,First Choice,Aroma,4.8,6.7,3.5,6.7,39,,New Zealand,Retains 74% alpha acid after 6 months storage at 20ºC (68ºF),0.51,1.25,71,,1,,1.3,,,,,,,,,,,,"First Choice is a New Zealand variety that was grown commercially for 20 years between the 1960s and the 1980s. It is no longer in commercial production, likely a result of its low alpha content. It was selected by Dr R.H.J. Roborgh at the Riwaka Research Station, much like its parent, California Cluster. It possesses high yield and growth potential but little is known about its flavor and aroma profile."
60faf800-9dd8-4472-9a1a-de169e37c666,Eureka,"Bittering, Aroma",18,19,5,6,27,,,,3.,,43,,29.8,,0.2,,,,,,,,,"Imperial India Pale Ale, India Pale Ale, American Ales, American Red, Saison","EXP #: 05256, Exp Pine Fruit","Falvors of citrus, peach and pine, aromas of stone fruit and mandarin","With similarities to Simcoe® and Summit™ hops, Eureka is a fairly new variety with very strong bittering qualities and a complex and robust flavor and aroma profile. It is said to impart flavors of citrus, resin, tropical and dark fruit along with aromas of grapefruit rind, citrus and tangerine. It is the progeny of varietals Apollo and Merkur."
7e24a12f-6244-4a58-94ae-54102f0250b0,Blisk,Aroma,9.7,14.1,3.3,4.8,33,,Slovenia,Retains 45% alpha acid after 6 months storage at 20ºC (68ºF),2.,,58,,12,,3.7,,15.6,,,,,,,"English Ale, Extra Special Bitter, Lager, Pilsner",,,"Dating back to the late 1970’s, Blisk was bred in its native Zalec region of Slovenia, along with Bobek and Buket in an attempt to instil both high alpha content and pleasant aroma in one cultivar. It is a cross between Atlas and a male varietal from the former Yugoslavia. Despite its decent yield, Blisk is not being commercially produced."
51a09fca-82f5-4f79-affe-b6353c34ec1b,Amallia,"Bittering, Aroma",5.5,9,4.2,8.3,,,US,,,,,,,,,,,,,,,,,"Brown Ale, Dark Ale",,Deep earthy aroma,"Native to New Mexico, Amallia is a neomexicana varietal with a deeply earthy aroma and pronounced flavors of orange citrus. Bold and unique, it is considered well suited to brown or dark ales for both bittering and aroma. This variety was being trialed in Michigan by Michigan State University researchers in 2014."
1bc6b7ef-b5a8-42d2-b5bd-307d9ab1a214,Kirin II,"Bittering, Aroma",8,,6.4,,43,45,Japan,Retains 70% alpha acid after 6 months storage at 20ºC (68ºF),1.18,,50,,14,,9.4,,0.2,,,,,,,,,,Kirin II is one of a few Japanese hops to spring up since the Japanese governments decision to reduce the importation of beer hops. The variety is grown domestically and solely under government contract. The variety was developed by Kirin Brewery Co. as a clonal selection from Shinshuwase and as such is directly descended from Saaz and open pollinated White Vine.
773967f1-e701-4497-8e1a-653ed649f059,Topaz,"Bittering, Aroma",13.7,17.7,6.4,7.9,48,51,Australia,,1.7,2.2,34,56,8,13,7,13,1,,,,,,"Galaxy®, Citra®, Cascade, Riwaka, Rakau, Amarillo®","India Pale Ale, American Pale Ale, Bitter, Amber",,"Light, tropical fruit flavors of lychee, clove-like spice and resinous grassy tones when dry hopped","Australian-born multi-purpose variety Topaz features elements of clove-like spice and a light, lychee-esque fruitiness. Samuel Adams uses it in their Tasman Red IPA. When used alongside a citrus-heavy hop (Samuel Adams used Galaxy®), it gives a surprising depth of flavor."
3719c06f-3e6a-44d7-9e3e-3d32a0afd0eb,Northern Brewer (GR),Bittering,7,10,3.5,5,27,33,Germany,,1.6,2.,25,45,35,50,10,20,1,,,,,,"Perle, Northern Brewer (US)","Steam Beer, German Ale, German Lager","Hallertau Northern Brewer, Hallertauer Northern Brewer",,Northern Brewer was originally developed in England in 1934 but is now largely grown in Germany. German-grown Northern Brewer is considered identical to the original UK-bred variety though subtle differences attributable to the different growing region may be evident.
f028b51e-99e6-49c9-b001-da32df032d94,Smooth Cone,"Bittering, Aroma",7,9.5,3.4,5.2,31,31,New Zealand,Retains 60%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.38,1.14,55,,21,,6,,0,1,,,,,Cluster,Lager,SmoothCone,,"Smooth Cone is a New Zealand hop variety. It is no longer grown commercially but can still be found. Developed in the 1960’s, the variety was introduced alongside two other Black Root Rot resistant varieties, First Choice and Calicross after the disease savaged New Zealand’s hops industry during the mid 20th century."
920127b1-e3d2-4223-b715-2d47bdb740b2,Admiral,Bittering,13,16.2,4.8,6.1,37,45,UK,Retains 85% alpha acid after 6 months storage at 20 degrees C,1,1.7,39,48,23,26,6,7,1.8,2.2,0.8,1 ,,,"Chinook, Northdown, Challenger, Centennial, Cascade (US), Amarillo, Target","Extra Special Bitter, American India Pale Ale, Belgian India Pale Ale, Imperial India Pale Ale, India Pale Ale, Pale Ale, Bitter",,"Tea, Ripe Kiwi, Lemony","Admiral is an excellent mid-season hops variety derived from grandparent Challenger and likely parent, Northdown. Its exact lineage is unclear. Hailing from Wye College, England it was released to the brewing world in 1998 as a potential high-alpha replacement or complimentary addition to Target hops."
f394c55e-b39b-4116-ad27-37ae11770d94,Newport,Bittering,13.5,17,7.2,9.1,36,38,US,Retains 60% alpha acid after 6 months storage at 20ºC (68ºF),1.6,3.6,47,54,9,1,1,7,0,1,,,,,"Galena, Nugget","Pale Ale, Amecan Lager",New Port,"Clean bitterness, flavors of wine and balsamic",Newport is the offspring of Magnum and a USDA male variety. Oregon State University and the USDA successfully bred it in 2002 in an effort to address concerns over mildew resistance. It was said to have helped save Northwest US hops production around this time when mildew issues threatened multiple hops varieties.
20924321-007d-4eef-928d-36c340494c36,Crystal,Aroma,2.8,4.4,5.8,7,21,26,,Retains 65% alpha acid after 6 months storage at 20ºC (68ºF),65 ,2.1,40,,26,,7,,,,,,,,"Liberty, Mount Hood, German Hallertau, Ultra, Strisselspalter, Hersbrucker","Bitter, Pilsner, Light Lager, Golden Ale, Nut Brown Ale, Pale Ale, India Pale Ale, Stout, Chocolate Stout, American Lager",,"Passion fruit, Lime, Camomile blossom, Apricot, Lemon grass","Despite a relatively low yield, Crystal’s has made it a fairly popular hop. It’s woodsy, green, floral and fruity with herb and spice notes of cinnamon, nutmeg and black pepper. Extremely versatile, it’s even used for its notable aromatic qualities in IPAs and Bitters despite its low alpha acid content."
d186398c-efdf-4cc4-a7d1-0b284e95db48,Challenger,"Bittering, Aroma",6.5,9,3.2,4.5,20,25,UK,Retains 70%-85% alpha acid after 6 months storage at 20ºC (68ºF),1,1.7,30,42,25,32,8,10,1,3,,,,,"Perle (US), Northern Brewer, Admiral","Golden Ale, Barley Wine, Imperial Stout",Wye Challenger,,"Released to the public in 1972, Challenger hops were developed at Wye College from varieties Northern Brewer and German Zattler. It accounted for a significant percentage of the hops grown in the UK during the 1980’s and 1990’s."
5411d401-1fd9-42ad-825d-8260b578558a,Cluster (US),"Bittering, Aroma",5.5,9,4,6,36,42,US,Retains 80%-85% alpha acid after 6 months storage at 20ºC (68ºF),0.4,0.8,38,55,15,20,6,10,0,1,,,,,"Eroica, Galena","Barley Wine, Porter, English Pale Ale, Amber Ale, Honey Ale, Cream Ale, American Lager",,"Clean, neutral, slightly floral","Cluster (US) is thought to be one of the oldest and most robust hop crops in the US. With its balanced aroma and bittering profile and outstanding storage stability, it has long been a go to hop of large commercial breweries in the US."
b2cbf2b2-c9c6-4f5c-be11-327917429b85,Herkules,"Bittering, Aroma",12,17,4,5.5,32,38,Germany,,1.4,2.4,30,50,28,45,7,12,1,,0.3,0.8 ,3,4 ,,German Ale,,"Melissa, Orange, Honeydew Melon, Lemon grass, Peppermint","Strong and robust in flavor and aroma, German Herkules lives up to it’s name. The Hüll-bred offspring of Hallertauer Taurus, Herkules is a high alpha acid bittering hop, known to be spicy and floral, tangy and hoppy, with notes of melon, black pepper, with hints of pine. It was released in 2005."
ed85b0d6-a929-4000-9878-e82c18962ef7,Pride of Kent,"Bittering, Aroma",8,11,6,8,35,,,Retains 42% alpha acid after 6 months storage at 20ºC (68ºF),2.32,,70,,9,,3,,,,,,,,Galena,,,,"Developed in England at Wye College, Pride of Kent features a pleasant continental-type aroma. It was first developed sometime in the early to mid 20th century from open pollinated Brewer’s Gold. Pride of Kent is also the parent of the celebrated Australian variety, Pride of Ringwood."
7413e6ff-d591-4d5f-b71a-aee663b2ba6a,Sladek,Aroma,4.5,8,4,7,23,30,Czechia,,1.0,2.,35,50,20,40,9,14,1,,0.15,0.3 ,3.5,5 ,Saaz,"Lager, Pilsner","Czech Sladek, VUCH 71","Passion fruit, Strawberry, Cassis, Grapefruit, Peach","Sladek, meaning ‘brewer’, is a high yielding aroma variety and cross between Saaz and Northern Brewer. Originally registered as VUCH 71 In 1987, it was renamed to Sladek in 1994. Sladek features a classic hoppy aroma atop a fruity flavor profile with essences of peach, passionfruit and grapefruit."
383c3e4f-1f66-4587-be68-334d837b1e96,Azacca ®,"Bittering, Aroma",14,16,4,5.5,38,45,US,,1.6,2.5,46,55,14,18,8,12,1,,,,,,,India Pale Ale,Azaaca,"Aromas of tropical fruits and citrus. Tasting notes of spicy mango, pineapple, tangerine and pine.","Named after the Haitian god of agriculture, Azacca is one of a new brood of dwarf bittering hops. Descended directly from Toyomidori, its greater parentage also includes Summit™ and Northern Brewer. Bred by the American Dwarf Hop Association, a joint hop breeding venture between Roy Farms, Wyckoff Farms and Green Acres Farms, Azacca is considered by many brewers as being well suited to IPAs."
83455014-93ec-42f2-8d0a-9817ce2e21a6,Marynka,"Bittering, Aroma",9,12,10.2,13,26,33,Poland,Retains 60%-70%alpha acid after 6 months storage at 20ºC (68ºF),1.8,2.2,28,31,36,33,10,13,1.8,2.2,,,3.8,4.3 ,Tettnanger,"Bitter, India Pale Ale, Pale Ale, Pilsner",,"Hay, Liquorice, Lemon, Grapefruit, Aniseed","Marynka hops are another widely produced Polish hop from the region Lublin. It is moderate in most things: yield, growth, stability, but her flavor profile is way above average. Despite being used primarily for bittering, Marynka features a forward, earthy and herbal flavors and aromas. It is the offspring of Brewer’s Gold and was official registered in 1988."
ba7bf905-4690-446c-9251-6b0afab9397e,Mosaic ®,"Bittering, Aroma",11.5,13.5,3.2,3.9,24,26,,Retains 75% alpha acid after 6 months storage at 20ºC (68ºF),1,1.5,47,53,13,16,5,8,,,,,,,Citra®,"India Pale Ale, Pale Ale",HBC369,,"Released in 2012 by the Hop Breeding Company, LLC, Mosaic hops feature complex but clean flavor characteristics and are known for their triple-use profile encompassing bittering, flavor and aroma. They have high alpha acids but low cohumulone which makes them pleasantly hoppy, carrying flavors of mango, pine, citrus and herbs and aromas of tropical and stone fruit. Mosaic is the first daughter of Simcoe and Nugget as has been humorously referred to by some as “Citra on steroids”."
f54d1de6-50b6-4088-9e00-7a1913cf451d,Gargoyle,Aroma,7.50,,,,,,US,,,,,,,,,,,,,,,,"California Cluster, Ivanhoe",,,Citrusy-mango aroma,"Gargoyle, along with Ivanhoe, is a new generation of California Cluster and the first to be grown commercially in over half a century. Revived by organic hop farm Hops-Mesiter, LLC near Clearlake, California, it is similar to Ivanhoe but tends more toward a citrusy-mango bouquet."
674013f7-82fd-412e-9861-9fe8c707d69b,Eastern Gold,Bittering,11,14,5,6,27,,Japan,Retains 81% alpha acid after 6 months storage at 20ºC (68ºF),1.43,,42,,19,,7,8,3,,,,,,Brewer’s Gold,,,,"Eastern Gold is a Super Alpha variety developed in Japan by Kirin Brewing Co. Ltd Hops Research from Kirin No. 2 and OB79, an open-pollinated wild American hop. Despite its yield potential, high alpha acids and storage stability, it seems it is not currently being grown in any significant commercial capacity."
c026afc7-8986-44d2-8126-7db182829089,Early Bird,Aroma,4.4,6.7,1.9,2.8,26,32,UK,,0.8,,,,,,,,,,,,,,"East Kent Golding, Cobb, Bramling Cross",India Pale Ale,Amos’s Early Bird,"Pleasing, delicate aroma","Early Bird, or Amos’s Early Bird as it was formerly known, is a Goldings variety and considered one of England’s premier aroma hops. While not terribly disease and wilt tolerant, it is bred for its immensely pleasing aroma and gentle hoppiness."
d3fa8cc8-1987-4363-9832-fc0702f78cc7,Janus,Aroma,5.1,,2.3,,32,,UK,Retains 68% alpha acid after 6 months storage at 20ºC (68ºF),0.58,,40,,34,,10.9,,,,,,,,,,,Pleasing European aroma,"Selected at Wye College, England in the 1950’s, Janus was originally praised for its early harvest qualities. Its extremely low yield however led it to being discarded as a commercial prospect in 1992. To date, it has never been used for breeding either. It is a cross between a Eastwell Golding, a New Mexico Wild American hop and other unspecified English hops. Janus exhibits very high myrcene potential and is said to have a pleasant, European aroma."
7977ad4b-49c3-48e4-a816-778eb492b372,Fuggle Tetraploid,"Bittering, a Aroma",5,,2.4,,26,,,Retains 69% alpha acid after 6 months storage at 20 degrees C,0.93,,49,,24,,20.2,,3.9,,,,,,,,,,"Fuggle Tetraploid is both an aroma and a bittering hop, and the female parent of both Columbia and Willamette. It is one of the descendants of the original English Fuggle hops."
df266fd3-834e-40b8-a8c9-c0ea12f956f3,Universal,"Bittering, Aroma",5.2,,3.7,,23,,Czechia,,,,,,,,,,,,,,,,Hallertau,,,Noble aromas and mild bitterness,"Universal was bred in Czechia, but as of 1991 is no longer listed as a commercial variety. It is however still being produced in the US and has since become a darling of the craft brewing industry."
0e8af14f-60ec-454e-bc22-7e49a73403bc,Brewer’s Gold (US),Bittering,8.1,13.1,3.7,6.8,41,,US,Poor,1.8,,40,,35,,35,,,,,,,,"Bullion, Cascade, Galena, Northern Brewer, Northdown",India Pale Ale,,,"Sister to Bullion, US-grown Brewer’s Gold is a cultivar of the original English variety, Brewer’s Gold. Despite having been developed in England, its origin is undoubtedly North American having been initially derived from a wild hop sourced from Canada’s Pembina Valley in Manitoba. The American version is naturally similar to the original but contains higher alpha acids on average."
d884f9c2-8a01-4d4a-83f9-93b55d03964f,Bianca,Aroma,7,8,3.4,,20,28,US,,0.6,1.,30,,25,,8,,13,,,,,,Sunbeam,"Lager, Pilsner, Belgian Ale","Bianco, Bianca Gold",,"Bianca (a.k.a. Bianco and Bianca Gold), with its lemon yellow color and red-brown to pink contrasting stem, is bred strictly as an ornamental hop. It must be grown in semi-shaded areas as its light leaves are subject to leaf burn in the sun. While not bred for commercial use, it is said that the cones can be used for flavoring if a Saazer-style aroma and taste is desired. Sunbeam, Bianca’s half-sister has similar characteristics."
e12318c7-e805-4175-80d1-e7a19c4baf34,Hallertauer Tradition,Aroma,4.6,7,4,5,23,29,Germany,Retains 65%-70% alpha acid after 6 months storage at 20ºC (68ºF),0.9,1.9,20,25,40,55,10,15,0,1,0.7,1.2 ,4,5 ,Retains 65%-70% alpha acid after 6 months storage at 20ºC (68ºF),American Lager,"Tradition, German Tradition, H Tradition","Apricot, Peach, Cassis, Citrus, Orange","Hallertau Tradition is a Hüll-bred fine aroma hop originating from Hallertau Mittelfrüher, Hallertauer Gold and Saaz. Bred specifically for fungus and disease resistance, it succeeded in that effort and also features higher alpha acids than its parent varieties, low cohumulone and higher myrcene. It was released for commercial production in 1989."
fe049364-cc65-4ddb-982b-069f41f37d38,Saaz (US),Aroma,3,4.5,3,4.5,24,28,US,Retains 45%-55% alpha acid after 6 months storage at 20ºC (68ºF),0.5,,25,37,23,40,7,11,9,13,,,,,"Saaz, Hallertau, Tettnanger, Lubelska, Sterling","Lager, Pilsner","US Saaz, American Saaz","Mild, earthy, spicy, herbal","Despite exhibiting a low yield, Saaz (US) is a popular commercial aroma variety and is used in many US beers today. Bred from the original centuries-old Czech Saaz variety, it carries the same noble qualities but with some subtle differences. Its flavor and aroma profile is mild, earthen and spicy and its alpha is slightly higher than its Czech twin. Saaz (US) is primarily used in Lagers and Pilsners."
2f3944c4-689a-4c97-aeec-5aefcd20e5bc,Vital,"Bittering, Aroma",14,17,8,11,,,Czechia,,60 ,2.5,40,,,,,,,,0.5,0.9 ,3.5,4.5 ,,,,"Plum, Lavender, Liquorice, Melissa","Vital is a new hop variety out of the Zatec breeding program in Czechia. Both high alpha and beta acid content gives it a spicy hop aroma. To date, Vital has been used successfully in single-hopped pale ales though it was originally bred for pharmaceutical and biomedical purposes with its increased levels of xanthohumol – a potent antioxidant."
