ID,Name,Producer,Group,Type,Standard (ASBC/EBC/ION),Moisture (%),"Extract, F.G. dry (%)",Extract (L/KG),Fine-coarse difference (EBC),Potential (SG),Color (EBC),Diastatic power (ºWK),Protein Total (%),Soluble protein (%),Total Nitrogen (%),Soluble Nitrogen (mg/100g),Max in Batch (%),FAN (mg/g),Alpha Amylase (Dry min),Beta Glucans (mg/l),Saccharification time (min),Viscosity (mPa.s),DMS-P,Kolbach Index,Friability (%),Wort pH,Country,Notes,
50c7b106-211c-4dc9-b298-b58071407b76,Organic Superior Pilsen,Great Western,base,grain,ASBC,4.2,,,,,3.2,,10.7,,1.712,,100,,,,,,,,,,Canada,"Light base malt suitable for all beer styles including pilsner, light-colored lagers and ales",
06a934fd-8e99-442e-b124-f02a9be94702,Pilsner Malt,Joe White Maltings,base,grain,EBC,4.5,80,,,,4,200,11.5,,1.84,,,,,,,,,46,80,,Australia," A light golden colour and smooth clean flavour make this malt a perfect base for any brew, but particularly Pale Ales, Pilseners and I&APAs.",
704af7c4-c99a-4e11-ac20-da68ff8140c5,Traditional Ale Malt,Joe White Maltings,base,grain,EBC,4.5,80,,,,7,200,11.5,,1.84,,,,,,,,,48,80,,Australia,"Kilning at a slightly higher temperature than Pilsner Malt results in a slightly darker colour and fuller flavoured base malt, typically found in traditional English Ales.",
9c761a3b-eebd-4746-ba37-37e960d29908,Vienna Malt,Joe White Maltings,base,grain,EBC,5,78,,,,10,150,11.5,,1.84,,,,,,,,,48,80,,Australia,"Kilned at a higher temperature than Pale and Ale malts but still retaining sufficient enzyme activity to be used as a base malt, Vienna imparts a light golden to orange colour and a distinctive nutty aroma.",
cbbbe0ca-46f8-4bc4-8b56-fc3ecde3b89f,Light Munich Malt,Joe White Maltings,base,grain,EBC,4.5,78,,,,15,150,11.5,,1.84,,,,,,,,,52,80,,Australia,"Munich provides a more robust, malty flavour and rich golden colour than Vienna, adding depth and body without excessive sweetness.",
96eca0ed-ed8c-4d16-a0ae-b02ae97765bc,Dark Munich Malt,Joe White Maltings,base,grain,EBC,4.5,78,,,,20,150,11.5,,1.84,,,,,,,,,52,80,,Australia,"Munich provides a more robust, malty flavour and rich golden colour than Vienna, adding depth and body without excessive sweetness.",
a34ccdbc-49c9-4417-9b69-71555ee195a5,Wheat Malt,Joe White Maltings,base,grain,EBC,5.5,81,,,,5,280,13,,2.08,,,,,,,,,45,,,Australia,"Premium White Wheat is malted in the same way as barley and is used as a base malt in the production of classic wheat beers. At lower percentages of the grist, wheat malt can also be added to any number of beer styles to enhance foam stability and mouthfeel.",
5f930924-87d0-4d3b-ae19-7a6b9de3f22f,Distillers Malt,Joe White Maltings,base,grain,EBC,5,81,,,,5,250,11.5,,1.84,,,,,,,,,42,83,,Australia,Our Distillers Malt is specifically designed to provide the distiller of whiskys or spirits requiring a majority of raw grains with enough enzyme to convert the large amount of starch in those grain bills.,
cf2e3841-3173-4d8d-9f83-580a60060994,Caramalt,Joe White Maltings,caramel,grain,EBC,7,75,,,,70,,,,,,,,,,,,,,,,Australia,"The lightest of the crystal malts with its brilliant golden colour, Caramalt is valued for its full caramel flavour. Caramalt is made from green malt, but is roasted at lower temperatures and for a shorter time than typical Crystal Malt.",
436f7f0a-a023-4754-855b-718c44afe912,Light Crystal Malt,Joe White Maltings,caramel,grain,EBC,5.5,75,,,,140,,,,,,,,,,,,,,,,Australia,"With colour varying from a light, honey shade to a deep gold depending on the length of the final roasting stage, Joe White Maltings’ Crystal Malt provides sweet caramel and toffee flavours, as well as contributing to body, foam stability and storage capabilities of beer.",
513c7def-067b-46ba-aed6-7e761f858eb4,Medium Crystal Malt,Joe White Maltings,caramel,grain,EBC,5.5,75,,,,160,,,,,,,,,,,,,,,,Australia,"With colour varying from a light, honey shade to a deep gold depending on the length of the final roasting stage, Joe White Maltings’ Crystal Malt provides sweet caramel and toffee flavours, as well as contributing to body, foam stability and storage capabilities of beer.",
85fc8023-3d6c-4acd-ad1c-e5c89dc347f1,Dark Crystal Malt,Joe White Maltings,caramel,grain,EBC,5.5,75,,,,300,,,,,,,,,,,,,,,,Australia,"With colour varying from a light, honey shade to a deep gold depending on the length of the final roasting stage, Joe White Maltings’ Crystal Malt provides sweet caramel and toffee flavours, as well as contributing to body, foam stability and storage capabilities of beer.",
dcd730e8-5845-42a0-b654-9e928222d28a,Extra Dark Crystal Malt,Joe White Maltings,caramel,grain,EBC,5.5,75,,,,450,,,,,,,,,,,,,,,,Australia,"With colour varying from a light, honey shade to a deep gold depending on the length of the final roasting stage, Joe White Maltings’ Crystal Malt provides sweet caramel and toffee flavours, as well as contributing to body, foam stability and storage capabilities of beer.",
29e75f15-1201-4150-9d00-6788a93f68d8,Crystal Wheat Malt,Joe White Maltings,caramel,grain,EBC,5.5,75,,,,150,,,,,,,,,,,,,,,,Australia,"Producing beautiful dark golden tones, Crystal Wheat Malt provides a smooth nutty profile with mild notes of caramel and biscuit. Used to enhance foam retention and mouthfeel while providing a clean finish to any beer style.",
fb4e1cb7-44a5-4dfb-9b2c-8fc4fd03e861,Amber Malt,Joe White Maltings,roasted,grain,EBC,5.5,72,,,,70,,,,,,,,,,,,,,,,Australia,"The lightest of the roasted malts, with a biscuity flavour and a subtle ochre colour.",
3d115dc4-1495-4da3-9b1a-177d8fcf3c56,Chocolate Malt,Joe White Maltings,roasted,grain,EBC,5,72,,,,800,,,,,,,,,,,,,,,,Australia,"Chocolate Malt is a lightly roasted product with subtle notes of coffee, cocoa and chocolate and a rich brown colour.",
2425b403-ac02-4c7f-a80b-4df206a17404,Light Roasted Malt,Joe White Maltings,roasted,grain,EBC,4.5,72,,,,1000,,,,,,,,,,,,,,,,Australia,"Roasted malts have varying colour and flavour profiles depending on the temperature and length of the final roasting stage, but will generally impart a smooth roasted flavour without excessive bitterness. Roasted malts can be used in dark beers for flavour or used in small quantities in all styles for colour correction.",
b2280cd6-4e0c-40a8-bfbc-030987353999,Dark Roasted Malt,Joe White Maltings,roasted,grain,EBC,4.5,72,,,,1400,,,,,,,,,,,,,,,,Australia,"Roasted malts have varying colour and flavour profiles depending on the temperature and length of the final roasting stage, but will generally impart a smooth roasted flavour without excessive bitterness. Roasted malts can be used in dark beers for flavour or used in small quantities in all styles for colour correction.",
e156e03d-72ae-4bbb-8fb5-fc8d79b7006c,Black Malt,Joe White Maltings,roasted,grain,EBC,4.5,72,,,,1600,,,,,,,,,,,,,,,,Australia,"The darkest of the roast products, providing a deep brown-black colour, Black Malt has a mild aroma while still providing a dry, bitter, burnt-coffee flavour.",
f086018b-b04f-42e7-b797-cda2f2dfc522,Roasted Wheat Malt,Joe White Maltings,roasted,grain,EBC,4,65,,,,1600,,,,,,,,,,,,,,,,Australia,"With a milder flavour than both Black Malt and Roasted Barley, Roasted Wheat Malt is used mainly for colouring and improving the body of dark beers.",
edbc2b76-aa8f-4545-93cc-4789d31c24eb,Rosted Barley,Joe White Maltings,roasted,grain,EBC,4,65,,,,1600,,,,,,,,,,,,,,,,Australia,Roasted Barley provides a beautiful rich red-black colour and a slightly more astringent flavour than Black Malt.,
f1dc5dcb-7fa5-40f1-a929-754bab63f1ea,Gateway (Under-modified Wind-Malt),Mecca Grade Estate Malt,,grain,ASBC,7.5,82,,,,2.6,684,11.5,,1.84,,,160,100,660,,,,,,5.9,US,"“Wind-malt” is a long-forgotten style of Belgian malt that was allowed to air-dry in the lofts of barns. To our knowledge, it has never been produced commercially in North America. We’ve revived it with “Gateway,” a malt that is bursting with the aroma of fresh-cut hay while being nearly translucent in color. Gateway is perfectly-suited for decoctions, step mashing, and is the missing ingredient when brewing historic styles of beer.",
72a09cdf-7640-426d-80a9-e62ccb3a8663,Pelton (Pilsner Style),Mecca Grade Estate Malt,,grain,ASBC,4.8,81,,,,3.7,684,11,,1.76,,,200,70,80,,,,,,5.9,US,"The perfect choice for creating premium lagers, light ales, farmhouse, and wild beer. Produces a complex, slightly grassy, and crisp wort through which our terroir is pronounced...rustic, yet refined.",
7672bd68-7d37-431e-b9e6-1204714c4aa8,Lamonta (American Pale),Mecca Grade Estate Malt,,grain,ASBC,4,81,,,,6.5,544,11,,1.76,,,200,60,80,,,,,,5.8,US,"The new standard for brewing pale ales and British specialty beers; Lamonta is a remarkable and complex North American craft malt that is golden, sweet, and slightly biscuity.",
fe8cce4c-2ddc-492a-b2ab-9a457328b6ee,Vanora (Vienna Style),Mecca Grade Estate Malt,,grain,ASBC,3.8,80,,,,14.4,404,11,,1.76,,,200,50,60,,,,,,5.7,US,"For use in Vienna, Oktoberfest, and Marzen beers, Vanora is a high-kilned malt that is aromatically-rich, contributing slight walnut flavors and deep, golden hues to your beer.",
30cd84f2-b914-4b14-805b-d827a82116bf,Metolius (Munich Style),Mecca Grade Estate Malt,,grain,ASBC,3.1,77.6,,,,24.2,229,11,,1.76,,,,45,60,,,,,,5.7,US,"Imparts a robust and warming malt profile that tastes exactly like a liquid, toasted, graham cracker. With a deep orange & brown color, this malt is the superior choice for brewing traditional styles like Bocks and Munich lagers.",
1b3f6365-d962-413e-82ff-f1585f31bb5a,Opal 22 (Graham & Cocoa),Mecca Grade Estate Malt,,grain,ASBC,3.1,78,,,,49.3,264,11,,1.76,,,200,45,80,,,,,,5.7,US,"Opal 22 packs in heaps of lightly-toasted, graham and chocolate flavor - just think: S’mores around the campfire minus the marshmallow. Use anywhere from 0-100% to add even more depth to your grain bill.",
3f99be34-d69f-41dc-abf4-5d1e62c71ed3,Opal 44 (Toasted Toffee),Mecca Grade Estate Malt,,grain,ASBC,3,78.4,,,,98.5,159,11,,1.76,,,180,20,80,,,,,,5.3,US,"Opal 44 is your next, secret ingredient. Sweet, moderately-toasted, with hints of chocolate and raisin; it’s wort is reminiscent of homemade almond roca. The typical usage rate is 2.5 - 5%, but at 44 DP, it can be used up to 100%.",
01f7fc63-0e3a-43e6-b681-b48a29dbd2b0,Shaniko (White Winter Wheat),Mecca Grade Estate Malt,,grain,ASBC,4.5,86.3,,,,8.5,509,12,,1.92,,,130,25,70,,,,,,5.8,US,"The wait is finally over: our white winter wheat “Shaniko,” provides your beer a super-rich and creamy cloud of flavor. Perfect for hazy IPAs and wheat beers, Shaniko tastes like cookie dough right off the spoon.",
60c3e636-7930-4e97-8d8e-f72e8af911a2,Rimrock (Vienna-style Spring Rye),Mecca Grade Estate Malt,,grain,ASBC,4.7,89.3,,,,12,474,12.5,,2,,,220,90,30,,,,,,,US,Grassy? Spicy? It’s time to toss those over-used flavor descriptors to the wayside and experience malted rye that is in a class of its own. Rimrock is gently-kilned to a rich orange hue and has a warm bread flavor with notes of graham and honey. This rustic malt has a slight aromatic and herbal character that will remind you of the High Desert frontier.,
f5607fe1-8950-403c-aa7b-04d5800192fa,Wickiup (Hard Red Spring Wheat),Mecca Grade Estate Malt,,grain,ASBC,4.5,79.2,,,,6.9,229,16.2,,2.592,,,100,40,60,,,,,,5.7,US,"The missing link in creating classic wheat beers; Wickiup provides a deeply rich, ""Cream of Wheat"" wort with a hint of bread crust and brown sugar.",
3d29c3ee-0c85-4641-bf82-1aaee72aaf14,Super Pale Ale Malt,Muntons,,grain,ION,6,,360,,,2,,,,1.7,,100,,,,,,,,,,UK,"The light colour and clean flavour profile of Super Pale Ale Malt lend themselves to multiple beer styles. Using this exceptional malt, brewers can create extremely low colour beer with reddish and copper hues, a characteristic which also lends itself to the creation of vibrantly coloured fruit-beers. Here, the low colour of the malt allows the colour of the selected fruit of choice to really shine through. Super Pale Ale Malt is our lightest pale malt, and is ideally suited for IPA, bitter, golden ales, and light beers.",
3bbc1c84-18d4-4c1a-bd7a-e8cd98b23cbe,Pilsner Malt,Muntons,,grain,ION,5,,308,,,3.7,,,,1.8,,100,,,,,,,,,,UK,"A further benefit of our Pilsner Malt is its high level of enzyme activity - both DP and DU. This will increase the speed of starch conversion and increase the attenuation levels of the beer. When brewing, we recommend mashing at 62 - 63°C for a traditional lager. Please keep the gelatinisation temperature of your crop in mind. For more information ask your usual Muntons sales contact.",
5123d272-f8d8-4d08-a99e-a6322cb83783,Lager Malt,Muntons,,grain,ION,5,,308,,,4,,,,1.85,,100,,,,,,,,,,UK,"A further benefit of our Pilsner Malt is its high level of enzyme activity - both DP and DU. This will increase the speed of starch conversion and increase the attenuation levels of the beer. When brewing, we recommend mashing at 62 - 63°C for a traditional lager. Please keep the gelatinisation temperature of your crop in mind. For more information ask your usual Muntons sales contact.",
5c635ead-1e5b-48c9-9c4f-833dd61b4b7a,Planet - Pale Ale Malt,Muntons,,grain,ION,4,,310,,,6,,,,1.65,,100,,,,,,,,,,UK,"Planet has a high yield and performs very well in the brewhouse. We recommend a mashing temperature of at least 65°C as this is the average gelatinisation temperature for this variety. Mashing at a lower temperature could cause a slow conversion or even stall as the starch might not fully gelatinise. Planet has a cereal-forward taste complemented with a mild nuttiness, imparted because of its slightly higher attenuation level. It has a lower ‘masking’ effect than Venture or Maris Otter® leading to an increase in the impact of aroma hops and yeast aromas. Care must be taken as this also means that any brewing errors are less easily covered. In our tests, Planet has performed very well and feedback from brewers using this variety has been very positive, particularly with extract levels and flavour profiles. This traditional pale malt is ideal for classic top fermented beers. Suitable for IPA’s, bitters, golden ales and light beers. Pale is slightly darker and “maltier” than lager malt, whilst the extra pale is similar in colour to lager malts but with pale malt qualities",
7b485c2b-4ef0-4433-9fe8-01217ff37acd,Planet – Extra Pale Ale Malt,Muntons,,grain,ION,5,,310,,,4,,,,1.65,,100,,,,,,,,,,UK,"Planet has a high yield and performs very well in the brewhouse. We recommend a mashing temperature of at least 65°C as this is the average gelatinisation temperature for this variety. Mashing at a lower temperature could cause a slow conversion or even stall as the starch might not fully gelatinise. Planet has a cereal-forward taste complemented with a mild nuttiness, imparted because of its slightly higher attenuation level. It has a lower ‘masking’ effect than Venture or Maris Otter® leading to an increase in the impact of aroma hops and yeast aromas. Care must be taken as this also means that any brewing errors are less easily covered. In our tests, Planet has performed very well and feedback from brewers using this variety has been very positive, particularly with extract levels and flavour profiles. This traditional pale malt is ideal for classic top fermented beers. Suitable for IPA’s, bitters, golden ales and light beers. Pale is slightly darker and “maltier” than lager malt, whilst the extra pale is similar in colour to lager malts but with pale malt qualities",
caccdf1c-d39e-48a4-9c94-384dc0e9f65a,Craft - Pale Ale Malt,Muntons,,grain,ION,4,,310,,,6,,,,1.65,,100,,,,,,,,,,UK,"Craft is an excellent choice for malty and high-alcohol beers like old ale, strong ales, barley wine, American and British-style amber ales, porters, or stouts. In New England IPAs where a superior malt backbone is desired, Craft is a great choice. Craft’s underlying flavour pairs nicely with London III and Vermont Ale yeasts. It works exceedingly well in malt-forward Blonde Ales that are popular with drinkers new to craft beer. Use this malt with light-coloured specialty malts like Amber Malt and/or Caramalt 30 in a beer with less than 25 IBUs to make an approachable, entry-level Blonde Ale.",
55231c50-3a72-47e2-82b9-5eeb63c3ed08,Maris Otter® - Pale Ale Malt,Muntons,,grain,ION,4,,308,,,6,,,,1.65,,100,,,,,,,,,,UK,"Brewers looking for extra malt flavour, should consider this traditional malt; this British staple – Maris Otter®. Introducing strong cereal, biscuit and nutty notes in beer, Maris Otter® remains one of the most popular malt varieties available for the serious craft brewer.",
bf1ec1ae-b2f3-4b41-8ff4-b2dd9f6ea2fd,Maris Otter® - Extra Pale Ale Malt,Muntons,,grain,ION,5,,310,,,4,,,,1.65,,100,,,,,,,,,,UK,"Brewers looking for extra malt flavour, should consider this traditional malt; this British staple – Maris Otter®. Introducing strong cereal, biscuit and nutty notes in beer, Maris Otter® remains one of the most popular malt varieties available for the serious craft brewer.",
315acd1c-8383-4f72-a133-5c6dc84253c3,Maris Otter® - Pale Blend Malt,Muntons,,grain,ION,4,,308,,,6,,,,1.65,,100,,,,,,,,,,UK,"Brewers looking for extra malt flavour, should consider this traditional malt; this British staple – Maris Otter®. Introducing strong cereal, biscuit and nutty notes in beer, Maris Otter® remains one of the most popular malt varieties available for the serious craft brewer.",
f8374c23-9183-4522-9f3d-eb2650c0edf8,Organic Ale Malt,Muntons,,grain,ION,4.5,,290,,,10,,,,1.7,,100,,,,,,,,,,UK,"We are a member of the Organic Food Federation and ensure that the organic malting barley and the products we make are fully compliant with their guidelines. Our organic malts provide an ideal base for the brewer looking to brew a quality organic beer. As organic malting barley is grown under completely natural conditions the specification may well vary more widely than barley grown using accepted traditional methods, where fertilisers and pesticides may well have been used.   ",
4df71dc5-bd66-41a9-ad40-d42d230c7aa0,Mild Malt,Muntons,,grain,ION,4,,308,,,7,,,,1.65,,100,,,,,,,,,,UK,"Mild Malt is a great base material for no and low alcohol beer. Also, when used in conjunction with our Cara Malt 10 and our innovative new Muntons Sour Malt Extract, we were able to develop a perfectly  balanced and very drinkable 0.5% ABV Ale. Muntons Mild Malt is ideal for mild ales, stouts and porters. It is slightly sweeter than pale malt and safe to use with high ratios of adjuncts",
51f643a4-8dd5-4085-9ee2-ecec735f9ddf,Dextrin Malt,Muntons,,grain,ION,7,,250,,,7,,,,1.65,,30,,,,,,,,,,UK,"Dextrin malt shows its strength in highly attenuated beers such as Lagers, Brut IPAs, Saisons and Wild fermentations. The high percentage of dextrins and complex sugars add a depth to these beer styles preventing beers becoming too thin or too dry. Try a modest inclusion of 2-3%, and see for yourself how it can enrich your beer.",
ed47fb3b-0910-4e05-bdbe-2c74d8181eff,Munich Malt,Muntons,,grain,ION,8,,290,,,20,,,,1.8,,,,,,,,,,,,UK,"Suitable for any beer giving fuller body and rich toasted, biscuit and bready flavours",
37a86104-b5df-4ba8-bf1e-47fcb6b5ffd4,Vienna Malt,Muntons,,grain,ION,8,,308,,,12,,,,1.65,,30,,,,,,,,,,UK,"Suitable for lagers and continental beers, in between Pale and Munich, golden and full bodied.",
67ba872c-1785-41e8-ba54-df7b55e05cea,Cara Malts 10,Muntons,,grain,ION,8,,304,,,12,,,,,,,,,,,,,,,,UK,"Highly attenuated beers such as Lagers, Brut IPAs, Saisons and Wild fermentations really benefit from the inclusion of some Cara Malt 10, as the high percentage of dextrins and complex sugars bring a depth to these beer styles reducing the chance that the beer might be too thin or too dry. Just a small inclusion of 2 - 3% is ideal",
7eec91b4-54fa-470b-a53f-6ee917c27d04,Cara Malts 30,Muntons,,grain,ION,8,,290,,,43,,,,,,,,,,,,,,,,UK,"Cara Malt 30 has a slightly darker and more intense flavour profile than Cara Malt 10. It is suitable for IPA, bitter, mild, stout, porters and golden ales. The colour is golden offering a toffee/caramel flavour.",
317a1dd9-b36b-4436-9466-a56fc0b4aed5,Crystal Malts 110,Muntons,,grain,ION,7,,285,,,110,,,,,,,,,,,,,,,,UK,"Suitable beers include IPA, bitter, mild, stouts and porters. Copper/red/amber in colour with sweet toffee, biscuit, nutty, malty flavours that increase as colour increases. Starches are crystallised",
0e0975ff-2abb-49ef-852c-82452bf60f8d,Crystal Malts 150,Muntons,,grain,ION,7,,280,,,150,,,,,,,,,,,,,,,,UK,"Suitable beers include IPA, bitter, mild, stouts and porters. Copper/red/amber in colour with sweet toffee, biscuit, nutty, malty flavours that increase as colour increases. Starches are crystallised",
f378428f-cc05-4088-b88a-51ac314f2a30,Crystal Malts 240,Muntons,,grain,ION,7,,275,,,240,,,,,,,,,,,,,,,,UK,"Suitable beers include IPA, bitter, mild, stouts and porters. Copper/red/amber in colour with sweet toffee, biscuit, nutty, malty flavours that increase as colour increases. Starches are crystallised",
bba61bdd-6a1c-4b4e-81c3-ba7ec165274d,Crystal Malts 400,Muntons,,grain,ION,7,,270,,,400,,,,,,,,,,,,,,,,UK,"Suitable beers include IPA, bitter, mild, stouts and porters. Copper/red/amber in colour with sweet toffee, biscuit, nutty, malty flavours that increase as colour increases. Starches are crystallised",
eef64d0f-9885-4f86-b09f-3185a0184ef7,Amber Malt,Muntons,,grain,ION,3,,270,,,75,,,,,,,,,,,,,,,,UK,"Suitable beer styles include Mild, Bitter, Ales, IPA, Brown Ale, Stout, Porter. Straw/golden in colour with nutty light toast flavours.",
d1ea43bc-9be3-4018-baff-2dec96ac6cb2,Brown Malt,Muntons,,grain,ION,3,,250,,,170,,,,,,,,,,,,,,,,UK,"Suitable beer styles include Mild, Bitter, Ales, IPA, Brown Ale, Stout, Porter. Brown/dark amber in colour offering coffee, roast, strong toast flavours.",
f3fe078a-7600-42bc-ad46-acab653521d2,Light Chocolate Malt,Muntons,,grain,ION,7,,200,,,440,,,,,,5,,,,,,,,,,UK,"Suitable beer styles include Mild, Bitter, Ale, IPA, Brown Ale, Stout, Porter",
b5412ad4-f895-42f3-aadd-357c9159fe91,Chocolate Malt,Muntons,,grain,ION,6,,200,,,1200,,,,,,5,,,,,,,,,,UK,"Suitable beer styles include Mild, Bitter, Ale, IPA, Brown Ale, Stout, Porter.  Dark brown/ruby colour, offering burnt coffee/chocolate bean and bitternes",
20e7ffb9-b3ae-45f4-83c3-5fa29741a00f,Black Malt,Muntons,,grain,ION,7,,200,,,1400,,,,,,6,,,,,,,,,,UK,"Suitable beer styles include Mild, Bitter, Ales, IPA, Brown Ale, Stout, Porter. ",
f8810720-7fa8-4fe9-a6e9-29749f2aa280,Roasted Barley,Muntons,,grain,ION,6,,200,,,1500,,,,,,6,,,,,,,,,,UK,"Beer styles include Mild, Bitter, Ales, IPA, Brown Ale, Stout, Porter. ",
a57d56bc-c4f6-4b43-8b90-6a03f4ee4d8b,Wheat Malt ,Muntons,,grain,ION,7,,316,,,5,,,,,,55,,,,,,,,,,UK,"Wheat Malt is a great addition to any beer requiring a boost in mouthfeel or head retention. This malt is also superb in in Belgian, American and German wheat beer applications. Inclusion can be up to 55% as long as the mash and sparge are adjusted to account for the husk, missing from wheat..",
93ad587d-8728-45c4-ab04-a68958f9e089,Melanoidin Wheat Malt,Muntons,,grain,ION,6,,200,,,120,,,,,,55,,,,,,,,,,UK,Melanoidin Wheat Malt is one of our newer malts. This highly kilned wheat malt is made using a unique kilning profile and is able to add all the protein related benefits of a wheat malt while also adding the colour and flavour of dark Munich and amber style malts.,
4b9d7479-d97f-4b0d-948d-48c7f130d3c6,Rye Malt,Muntons,,grain,ION,5.5,,230,,,7,,,,,,50,,,,,,,,,,UK,"Rye Malt adds a nutty and fruity quality to beers and will significantly increase the mouthfeel when used at high rates. Due to its lack of husk, Rye Malt must be treated in the same way as wheat malt to ensure there are no run-off issues during brewing.  This malt shines in IPAs, golden ales and rye variants of traditional beer styles",
967a168e-7c1b-4909-8a6b-2c26a7138b1f,Oat Malt,Muntons,,grain,ION,6,,305,,,10,,,,,,50,,,,,,,,,,UK,Oat Malt will give the beer typical oat flavours reminiscent of breakfast porridge. The product has high levels of fatty acids which enable this malt to add a fine and stable haze to beers without having to reach for un-malted adjuncts. The protein structure of the oats add a creamy mouthfeel to beers. The strong husk on oat malt enables high inclusions without causing any processing issues.,
3be6288f-faea-4e85-8844-81e2e62467fc,Torrefied Wheat,Muntons,,grain,ION,7,,280,,,6,,,,,,20,,,,,,,,,,UK,"Adding torrefied wheat to a brew at 2-5% is a well known and reliable way of adding a complex protein matrix to your beer whilst maintaining stable head formation and retention. With the rise of the NEIPA, hazy and smooth beer is becoming more popular. We thought it would be really interesting to try out our torrefied wheat in a NEIPA and it worked really well. At an inclusion of 15- 20% we achieved a stable haze and a solid mouthfeel that pair perfectly with a citrussy hop addition.",
33e7fe5c-6f1b-47a7-bd4f-46fb5fd28bb9,Dark Crystal Rye Malt,Muntons,,grain,ION,5,,270,,,230,,,,,,15,,,,,,,,,,UK,"We offer a wide range of speciality malts ranging from low colour crystals to highly roasted black malts. One of the more unusual amongst our wide range of speciality malts is Dark Crystal Rye Malt which is a particular favourite of ours. It has a colour of 230 EBC so if you want a red colour to your beer this malt is the answer. The addition of 10 - 15% to a pale base will introduce a lovely red hue to your beer. This highly aromatic, caramelised rye is perfect for adding breadcrust notes and bringing a touch of sweetness to any recipe. When incorporated in the grist at high inclusion rates, it delivers flavours reminiscent of hazelnut and toffee. When used in conjunction with extra low colour Ale Malts such as our Super Pale they balance perfectly, as they allow more of the intense copper colour to shine through.",
c004f7d6-1440-41b8-8b61-3681f6581ae2,Pilsen Malt,Patagonia Malt,base,grain,EBC,,,,,,5,,,,,,100,,,,,,,,,,Chile,This is the malt we´ve been elaborating for the longest time. It is the base of German influence in our beer culture. Excellent choice for lagers and light ales.,
54636ff9-a4bf-47a0-b02f-96cac031cd04,Extra Pale Malt,Patagonia Malt,base,grain,EBC,,,,,,,,,,,,100,,,,,,,,,,Chile,"This malt was developed for craft beer, searching for versatility and unique features. It produces a beer with more character and body, less foam and creamy sensation in mouth.",
15ea8554-2065-43fa-bc8b-f03e9191c799,Caramel 15L / 40EBC,Patagonia Malt,caramel,grain,EBC,,,,,,40,,,,,,30,,,,,,,,,,Chile,,
d61ca9a0-76d8-455d-9d9a-13e830fce8bf,Caramel 25L / 75EBC ,Patagonia Malt,caramel,grain,EBC,,,,,,75,,,,,,30,,,,,,,,,,Chile,,
d4a4c402-189b-436f-89e2-bb11b2c49ccb,Caramel 35L / 100EBC,Patagonia Malt,caramel,grain,EBC,,,,,,100,,,,,,30,,,,,,,,,,Chile,,
0805c3d6-9be8-47d1-ba88-2aaa3e17498a,Caramel 45L / 120EBC ,Patagonia Malt,caramel,grain,EBC,,,,,,120,,,,,,30,,,,,,,,,,Chile,,
7bcf3430-0858-4e04-8d10-b5d3e96e53a9,Caramel 55L / 150EBC ,Patagonia Malt,caramel,grain,EBC,,,,,,150,,,,,,30,,,,,,,,,,Chile,,
4fb37eae-599a-432d-9696-062e944ae0bb,Caramel 70L / 190EBC,Patagonia Malt,caramel,grain,EBC,,,,,,190,,,,,,25,,,,,,,,,,Chile,,
b1f6e59e-d30a-447b-a989-561dd6cece55,Caramel 90L / 240EBC,Patagonia Malt,caramel,grain,EBC,,,,,,240,,,,,,25,,,,,,,,,,Chile,,
50d755ee-df4f-48f7-989f-0dd9798d1c75,Caramel 110L / 290EBC ,Patagonia Malt,caramel,grain,EBC,,,,,,290,,,,,,20,,,,,,,,,,Chile,,
4bf95e6b-2b44-44b5-be83-c1fab2fdb56b,Especial 140L / 370EBC,Patagonia Malt,caramel,grain,EBC,,,,,,370,,,,,,20,,,,,,,,,,Chile,,
ece8abe6-d6a2-40f0-a361-f5cb473068a9,Caramel 170L / 430EBC,Patagonia Malt,caramel,grain,EBC,,,,,,430,,,,,,15,,,,,,,,,,Chile,,
7e6da3af-c785-4654-b143-c153285fab2c,Caramel 190L / 500EBC ,Patagonia Malt,caramel,grain,EBC,,,,,,500,,,,,,15,,,,,,,,,,Chile,,
bc115a1e-2662-4454-9f5e-96a8d48bd834,Black Pearl 340L / 900EBC,Patagonia Malt,,grain,EBC,,,,,,900,,,,,,15,,,,,,,,,,Chile,,
1dcbcb73-4a13-4915-88de-c572e4a5ca85,Brown 115L / 300EBC,Patagonia Malt,roasted,grain,EBC,,,,,,300,,,,,,15,,,,,,,,,,Chile,,
f544e17c-6093-4c47-91f0-3a9ae819ed6a,Coffee 230L / 600EBC,Patagonia Malt,roasted,grain,EBC,,,,,,600,,,,,,15,,,,,,,,,,Chile,,
32ad2504-4d09-4b93-a63c-4c6aee8d4f87,Chocolate 350L / 900EBC,Patagonia Malt,roasted,grain,EBC,,,,,,900,,,,,,15,,,,,,,,,,Chile,,
9693f859-7ba8-4410-b030-f15567a72c77,Patagonia Pale Ale,Patagonia Malt,base,grain,EBC,,,,,,7.5,,,,,,100,,,,,,,,,,Chile,"Patagonia Pale ale malt is a light‐colored base malt, is a two‐row malt produced using a specialized kilning process in order to create a fully modified malt appropriate to use as base malt in any beer style. Our malt gives nutty and biscuit flavors while contributing a rich golden hue. Use up to 100% in all beer styles.",
