ID,Name,Producer,Product ID,Type,Form,Species,End pH Min,End pH Max,Flavor/Aroma,Pitch,Pitch Temp ©,Tolerance (%),Attenuation Min (%),Attenuation Max (%),Flocculation (%),Temperature Min ©,Temperature Max ©,Best For,Description
3b03fc07-7aa1-4ba7-b1a2-41a80ede8550,ABBEY ALE C,Omega Yeast,OYL-018,,Liquid,,,,,,,12,74,78,Medium Low,20,26,Ales,"The Abbey Ale C's Trappist origin is best coupled with a little monastic patience: a notably low-flocculator, it is highly attenuating, with a fruity profile and lightly perceptible spiciness, as well as often significant banana character."
54ffba7d-3e4a-4e41-87c5-763fe07975c2,ALL THE BRETTS,Omega Yeast,OYL-218,,Liquid,Brettanomyces,,,,,,11,85,,Low,20,29,Farmhouse,An evolving blend of many of the Brett strains in the Omega collection. Use this yeast in the secondary and expect high attenuation and a fruity and funky complexity that continues to develop over time.
8aabc0e5-3eb4-40e2-9295-e36ab271f2dc,ALT,Omega Yeast,OYL-001,,Liquid,,,,,,,11,73,77,Low,13,20,Ales,"An enthusiastic top cropper from Düsseldorf. This strain ferments at low temperatures with a clean, low ester profile. Light fruit emerges at higher temperatures. Features quick maturation. Yeast stays in suspension. Little to no diacetyl. Try also Kolsch II (OYL-044) or even West Coast Ale I (OYL-004)"
561d904b-a425-4388-b301-fcd9f1ecdef7,AMERICAN LAGER,Omega Yeast,OYL-103,,Liquid,,,,,,,9,73,77,Medium,9,14,Lagers,"This strain is thought to be from one of the US's oldest family-owned breweries in Minnesota. More flocculent and complex in flavor than many of its lager peers, including American Pilsner (OYL-102)."
4f71d517-1de7-4bcf-82d3-3229a7a17a40,AMERICAN PILSNER,Omega Yeast,OYL-102,,Liquid,,,,,,,9,71,75,Medium,9,13,Lagers,"Thought to be from the most popular beer in America. A mild, neutral, smooth lager strain, dry and clean with good malt and very slight apple characteristics."
213e515e-77fa-4833-8e22-2e5ba5e853d5,AMERICAN WHEAT,Omega Yeast,OYL-002,,Liquid,,,,,,,10,74,78,Low,14,23,Ales,"Energetically top cropping, this powerful fermenter leaves behind a light, tart and refreshing, crisp character. Fairly clean and lightly dry, it excels particularly at American styles. The small amount of sulfur produced during fermentation conditions out."
822ffab4-39e9-4d6d-b1ec-025606bf9e77,Bavarian Wheat I,Omega Yeast,OYL-025,,Liquid,Saccharomyces cerevisiae,,,,,,10,72,78,Low,19,22,"Hefeweizen, Ales","A spicier alternative to Hefeweizen Ale I (OYL-021) for the production of German wheat beers, Bavarian Wheat I imparts a more phenolic profile with predominant notes of clove and pepper."
f0c41f34-2b9f-43e9-ae2a-1f44507c4cda,Bavarian Wheat II,Omega Yeast,OYL-034,,Liquid,Saccharomyces cerevisiae,,,,,,10,70,76,Low,18,24,"Hefeweizen, Ales","A big top cropper and a low flocculator, with banana, light pear, apple/plum, clove and vanilla. Another great wheat beer option with a more complex aroma relative to Hefeweizen Ale I (OYL-021). Up the esters with higher temperatures, wort density and lower pitch rate, or keep muted at lower temperatures to show clove. Sulfur conditions out."
c31cb549-afa7-4c15-b62a-3f427ca60cd1,BAYERN LAGER,Omega Yeast,OYL-114,,Liquid,,,,,,,9,72,76,Medium,11,17,Lagers,"Thought to come from Munich's oldest, traditional and vintage-vibed brewery. This clean, crisp, lager strain ferments well at a wide range, has good flocculation, and has both low sulfur and low diacetyl production."
217ccaf5-3134-4851-a813-b342ab815b7f,BELGIAN ALE A,Omega Yeast,OYL-024,,Liquid,,,,,,,12,72,85,High,18,26,Ales,"As one of the few highly flocculent Belgian ale strains, this strain makes a great Belgian house strain. It is brewery friendly, crops easily and has a well-rounded flavor profile with balanced fruitiness and phenolics. Esters increase with upward temperatures."
83d06f44-2d89-4d08-a4df-d346bf833233,BELGIAN ALE D,Omega Yeast,OYL-019,,Liquid,,,,,,,11,74,78,Low,18,27,Ales,"This devil of a strain is thought to be from the famous strong golden ale brewer. The bargain is classic sacrifice for pay off: tricky fermentation kinetics for rich flavor profile and aroma complexity. If tempted by this flavorful but low flocculating stop-and-starter, let us know and we can help with a tip or two. Belgian Golden Strong (OYL-056) is a great alternative with a similar flavor profile, but more reliable fermentation performance."
f6afc8fe-4cb0-431d-bff2-53b51dccb149,BELGIAN ALE DK,Omega Yeast,OYL-049,,Liquid,,,,,,,10,73,80,Medium,19,21,Ales,A mild Belgian-charactered ale yeast with light toasty or biscuit-like aromatic maltiness. Can produce a touch of lagery sulfur
3387e593-16de-413d-9f0e-33f07d78ef24,BELGIAN ALE O,Omega Yeast,OYL-046,,Liquid,,,,,,,12,74,80,Medium,19,22,Ales,"With balanced fruit and phenolics, this Trappist ale yeast's clean and dry profile carries a signature sharp tasting, slightly acidic finish that the thought-to-be brewery of origin describes as acidulous. Welcomes high gravity. Belgian profile is toned down compared to Abbey Ale C (OYL-018) and Belgian Ale W (OYL-028)."
c29ccb04-8e0a-46a0-85a3-1236e67d6a35,BELGIAN ALE R,Omega Yeast,OYL-020,,Liquid,,,,,,,12,73,82,Medium,18,24,Ales,"This has low phenolics for a Belgian strain, with stone fruit and light, floral or rose-like aromas. Sulfur produced dissipates with conditioning. Accentuated flavors and aromas occur at higher temps, and in a high gravity environment."
398bb725-98a6-4612-821a-c46d9687b587,BELGIAN ALE W,Omega Yeast,OYL-028,,Liquid,,,,,,,11,74,78,Medium,18,26,Ales,"An eruptive top cropper displaying nice fruit and rustic phenolics. This reliable Belgian strain is a good flocculator with a wide temperature range. Three famous brewers ferment this on vastly different schedules, showing the varied outcomes available."
1da2756f-7b25-495c-9219-a30608882e5f,BELGIAN GOLDEN STRONG,Omega Yeast,OYL-056,,Liquid,,,,,,,14,90,95,Low,20,24,Ales,"Perfectly suited for the production of high-gravity Belgian ales where a dry finish is desired. A mellow phenolic character is balanced by an ester profile of pear and light banana, while high levels of glycerol production ensure a round mouthfeel even at very low finishing gravity. Consistently reaches greater than 90 apparent attenuation without sluggishness or stalling."
bc1ae378-a58d-444d-bbe1-c303fbe06a3a,BELGIAN SAISON I,Omega Yeast,OYL-027,,Liquid,,,,,,,12,76,80,Low,21,35,Ales,"Well regarded as a farmhouse ale strain despite fickle fermentation behavior. It has fruity complexity, good phenolics and a tart and dry finish. It's better at warm fermentation temperatures, but is still well known to stall around 1.030. Try using an additional strain to aid attenuation, or the more reliable Saisonstein's Monster (OYL-500), Belgian Saison II (OYL-042) or French Saison (OYL-026)."
f6693ee8-1054-43d6-b970-32f3b68f9489,BELGIAN SAISON II,Omega Yeast,OYL-042,,Liquid,,,,,,,12,74,79,Medium,21,29,Ales,"Thought to originate from a small, sophisticated, Belgian brewer's spelt saison. It is earthy, spicy, peppery, tart and dry, with tropical fruit and citrus at warm fermentation temperatures. A perfect strain for farmhouse ales and saisons. It favors pitching in the upper 60s or low 70s, and free-rising from there."
2c551c0e-4cba-4c48-9d2f-a01d0cc7861c,Belgian Wheat,Omega Yeast,OYL-029,,Liquid,Saccharomyces cerevisiae,,,,,,12,72,76,Medium,18,23,"Hefeweizen, Ales","This strain is great for a wheat beer with more ester complexity than Hefeweizen Ale I (OYL-021) and Hefeweizen Ale II (OYL-022). The strain features apple, bubblegum, plum, and a lightly tart and dry finish. It supports malt and hop flavors well."
f6317f00-07e4-49f8-a98f-038b5396f7f7,BIERE DE GARDE,Omega Yeast,OYL-039,,Liquid,,,,,,,9,74,79,Low,21,29,Ales,"Lightly phenolic, fruity, dry, delicately tart and a very low flocculator, this presents much like a saison strain. Try this for Bière de Garde, or a Belgian or French farmhouse ale. In fact, a clean-bodied Bière de Garde can be achieved with any lager strain here at the warm end of its temperature range. For farmhouse, try also French Saison (OYL-026) or Belgian Saison II (OYL-042)"
0041b850-835e-4969-a9e7-8badda94d318,BRETT BLEND #1 WHERE DA FUNK?,Omega Yeast,OYL-210,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,11,78,88,Very Low,20,27,Farmhouse,One Brett-famous Colorado brewery strain plus two uniquely funky Sacch strains result in huge tropical fruit aroma (fades a bit during conditioning) with a wide temperature range. Very dry (consider flaked oats for body). Develops mild funk and low acid even with extended aging. Pairs well with fruity aroma hops for a unique pale ale.
bea7bd6b-6e5e-4a7d-892b-9092d33b96bc,BRETT BLEND #2 BIT O'FUNK,Omega Yeast,OYL-211,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,11,85,,Very Low,20,27,Farmhouse,This blend contains the two Saccharomyces strains from Brett Blend #1 for primary fermentation and is spiked with Brettanomyces Bruxellensis (OYL-202) for development of moderate funk during a secondary fermentation. The bit ‘o funkiness will take extended time (3+ months) to develop.
baf6637a-9fa4-4d90-ace0-7ac6bbf0975d,BRETT BLEND #3 BRING ON DA FUNK,Omega Yeast,OYL-212,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,11,85,,Very Low,20,27,Farmhouse,"Two Sacch strains from Brett Blend #1 (OYL-210) spiked with both brux and lambicus, plus two additional Brett isolates from a Brett-famous Colorado brewery, plus two Brett isolates from an intense Belgian source equals a funky, fruity, complex, 8-strain composition. Brett character develops over time (as will acid production if exposed to oxygen)"
49b7a982-1482-46bb-9c12-316259e058e7,BRETTANOMYCES BRUXELLENSIS,Omega Yeast,OYL-202,,Liquid,Brettanomyces Bruxellensis,,,,,,10,70,85,Low,29,18,Farmhouse,"First classified in 1904, Bretts are crucial in secondary fermentation for Belgian styles, consuming sugars that Sacchs leave behind. Brett Bruxellensis contributes medium Brett intensity with classic barnyard earthiness and a light medicinal quality. See also: Brett Claussenii (OYL-201), Brett Lambicus (OYL-203), and three Funk blends (OYL-210, 211, 212)."
18da63e4-ddde-469e-9922-5b70ae3746e7,BRETTANOMYCES CLAUSSENII,Omega Yeast,OYL-201,,Liquid,Brettanomyces claussenii,,,,,,10,70,85,Low,29,18,Farmhouse,"The mildest on the Brett funkiness spectrum, Brett Claussenii presents more of a leathery earthiness and some pineapple—both characteristics that are contributed in large part by the aroma alone. It does its best work as a secondary yeast. See also: Brett Bruxellensis (OYL-202), Brett Lambicus (OYL-203) and three Funk blends (OYL-210, 211, 212)"
c5c4f96d-6766-4f11-a732-7e3c4f8d8418,BRETTANOMYCES LAMBICUS,Omega Yeast,OYL-203,,Liquid,Brettanomyces lambicus,,,,,,10,70,85,Low,29,18,Farmhouse,"Dive in deep with horsey, spicy, cherry pie funk in this significant Brett strain— best in secondary pitches. See also: Brett Bruxellensis (OYL-202), Brett Claussenii (OYL-201), three Funk blends (OYL-210, 211, 212), All The Bretts (OYL-218) or our farmhouse blend: C2C Farmhouse (OYL-217)."
ffe2e15d-c296-410f-8b45-6b926f49d212,BRITISH ALE I,Omega Yeast,OYL-006,,Liquid,,,,,,,10,70,80,Medium High,18,22,"Ales, British Ales","A productive, brewery friendly, top cropper attributed to a historic London brewery whose lab once hosted Louis Pasteur. It drops fast and clear, and is clean and crisp at low temperatures with heightened esters and a lightly tart, dry finish at upper ranges. Try also British Ale II (OYL-007) for less attenuation and enhanced malts, or British VIII (OYL-016)"
57784ba3-8474-4e2a-bcfe-1bc6ccb601b1,BRITISH ALE II,Omega Yeast,OYL-007,,Liquid,,,,,,,10,68,72,Medium High,18,24,"Ales, British Ales","Like British Ale I (OYL-006), this English brewery strain is thought to be from the historical London brewery that Louis Pasteur visited. It is a strong fermenter, brewery friendly, flexible, leaves near spotless clarity, and has more fruit-like esters and malt than British Ale I. Select for malt and fruit at higher fermentation temperatures or a clean profile at lower temperatures."
ba1d1904-bc74-4eb1-a701-dfc1e089603a,BRITISH ALE III,Omega Yeast,OYL-008,,Liquid,,,,,,,10,67,74,High,18,23,"Ales, British Ales","This is a top cropping, complex and malty strain. A shy starter, it's slow but steady to ferment and a notorious diacetyl maker. Despite its finicky nature, its noteworthy esters match well with English style ales. It is highly flocculent and clears extremely well without filtration."
467b3a0a-0ee9-4a27-b4e7-4d6cba10b042,BRITISH ALE IV,Omega Yeast,OYL-010,,Liquid,,,,,,,10,69,76,Medium Low,21,24,"Ales, British Ales","Nuances of apple, clover honey and pear and a light mineral quality for great character presentation in English styles, particularly bitters. Not very flocculent compared to a lot of English strains. Filtration recommended."
4221c005-7db7-42aa-909e-75bfe6145e68,BRITISH ALE V,Omega Yeast,OYL-011,,Liquid,Saccharomyces cerevisiae,,,,,,10,71,75,High,18,23,"Ale, British Ales, IPA, Hazy IPA","A good top cropper thought to be from a famous Manchester bitters maker. Its residual sweetness pairs popularly with the signature huge, fruity hop flavor and aroma of the NEIPA. Alternately, try DIPA (OYL-052) for slightly less residual sweetness"
b7feaea3-e4ef-44bf-ab7c-8f3ea41b40e9,BRITISH ALE VI,Omega Yeast,OYL-013,,Liquid,,,,,,,10,73,76,High,17,24,"Ales, British Ales","British Ale VI sports a classic British character—reserved but witty, with a rather high tolerance for alcohol. Crisp, clean, malty and with a mostly dry finish. A good flocculator."
f36839e8-eb28-45f5-939a-f882cb5050df,BRITISH ALE VII,Omega Yeast,OYL-014,,Liquid,,,,,,,9,67,71,High,18,22,"Ales, British Ales","A well behaved, reasonably productive flocculator that leaves a clear bodied beer. This strain produces very clean, well balanced ales that are both significantly malty and have esters reminiscent of stone fruit with dry, nutty tones at the back end. Think compatibility with cask ales, for example."
d2273a0f-76f2-4054-81c7-2490ec764253,BRITISH ALE VIII,Omega Yeast,OYL-016,,Liquid,,,,,,,9,67,71,Very High,18,22,"Ales, British Ales","A ridiculously thorough flocculator thought to be from a highly regarded English ESB. This strain has unique fruitiness and noticeable finishing sweetness. Drops out quickly and completely. Easy to crop, but needs a diacetyl rest. To enhance the fruit, ferment up at the recommended temperature ceiling."
8aadf8d1-f920-4259-b7d2-42739c594d29,C2C AMERICAN FARMHOUSE,Omega Yeast,OYL-217,Mixed-culture,Liquid,,,,,,,10,70,85,Low,20,27,Farmhouse,A coast to coast blend of one saison strain from a famous Northeast U.S. brewery and one Brett strain from a Northwest U.S. brewery. The blend results in a fast developing fruity and funky farmhouse ale.
a7bdbae6-4ec4-419b-a10a-f690c92d6565,CL-50 ALE,Omega Yeast,OYL-041,,Liquid,Saccharomyces cerevisiae,,,,,,10,74,76,Low,16,21,"Pale Ale, Brown Ale, Red Ale, IPA, Stout, Porter, Cream Ale","Producing a notably big-body and soft texture, this versatile, well-attenuating strain's profile is a launch pad for the gamut of malt and hop characteristics. It achieves substantial maltiness without being overly sweet."
74635214-7e3b-4dec-9b82-13666091a993,DANISH LAGER,Omega Yeast,OYL-104,,Liquid,,,,,,,9,73,77,Low,8,13,Lagers,"A powdery low flocculator, this strain produces a crisp and dry, soft and round profile that's great for supporting hop flavors. Ferments relatively cool and has low attenuation. Allow for long conditioning to help clear. Good in Dortmund lagers, Munich helles, and American lagers."
0d97eedb-007f-4985-a6f4-ba9218228369,DIPA ALE,Omega Yeast,OYL-052,,Liquid,Saccharomyces cerevisiae,,,,,,11,72,80,Medium Low,18,22,"IPA, Double IPA, Pale Ale","A strong fermenter popularly referred to as Conan. Its peach, apricot and pineapple notes are steroids for hops, complementing modern fruity hop profiles in particular. A diacetyl rest is suggested if  fermented in the lower temperature range."
5d7da7c3-88fe-4f11-b9dc-c3b6f84274a7,EAST COAST ALE,Omega Yeast,OYL-032,,Liquid,,,,,,,10,70,75,Medium Low,20,23,Ales,"Thought to be the famous Bostonian strain. It is suitable for a broad range of beer styles with an American spin. Using West Coast Ale I (OYL-004) for comparison, it is a little tart and slightly muting of hop bitterness. Slightly less flocculent and attenuating, too, but every bit as versatile, carrying an overall clean and neutral flavor character."
6900fc5e-1c0b-49ed-8e82-bfa2d5c75e79,ESPE KVEIK,Omega Yeast,OYL-090,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,12,75,80,Medium,20,37,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","Originating from the village of Grodås in Norway, Espe offers the unique profile of lychee, pear, and tropical fruit cup. The strain bolsters the sweet aromatics of modern IPAs, but is versatile enough for your flagship pale ale or seasonal brew. Espe is most expressive when fermented at 90°F+ (32°C+), but still reveals its character at lower ale-pitching temperatures."
48cfb554-6a3b-46ea-a5b2-c375f6292ff3,FRENCH SAISON,Omega Yeast,OYL-026,,Liquid,,,,,,,12,80,90,Low,18,25,Ales,"This citrusy, lightly phenolic saison strain is so attenuative and reliable in performance that people joke it could ferment a shoe. The French Saison strain results in great body consistency. It is good for any of the characteristically aromatic Belgian styles and is highly compatible with hops and spice aromas."
1538d89a-9f15-4ebf-9abb-b7f638f51a77,GERMAN BOCK,Omega Yeast,OYL-111,,Liquid,,,,,,,10,70,76,Medium,9,13,Lagers,"Thought to be from the famous Alpine brewery in Aying, Bavaria. This is a versatile, malty-charactered lager strain that balances malt and hop flavors well. It is superb for bocks, doppelbocks, Oktoberfest lagers, helles and a favorite for American pilsners, too."
29287ad2-7e48-4f39-a85e-3e941a441e81,GERMAN LAGER I,Omega Yeast,OYL-106,,Liquid,,,,,,,9,73,77,Medium Low,7,20,Lagers,"Versatile, crisp, malty profile, light esters and a wide fermentation range. This is thought to be the world's most used lager strain and can produce a convincing lager at ale temperatures. Fermenting in the low temperature range (45-55), it maintains a more crisp profile. Temperatures higher in range (65-68) bring out slightly heightened esters. Rest for diacetyl."
1140989e-b6a7-41b3-9a0e-1513f3205f12,GERMAN LAGER II,Omega Yeast,OYL-109,,Liquid,,,,,,,9,68,76,Medium High,10,13,Lagers,"Great for Bavarian styles. A confident fermenter with good attenuation resulting in a smooth, full-bodied, malty finish and balanced aroma. Slight sulfur and low diacetyl."
a61ed558-5ed8-42be-bb24-83a0a3e644ad,GRAND CRU,Omega Yeast,OYL-023,,Liquid,,,,,,,12,72,76,Low,17,24,Ales,"Made for wits or any other Belgian ale—even sweet mead or cider—this strain's clove phenolics, esters and tart and dry ending was historically enhanced by orange peel and coriander. The well-known Belgian wheat beer was brought back from extinction in its historic home of Hoegaarden by Pierre Celis, from which this strain is thought to come."
2a42eaf7-a20f-4ae7-9011-c15b0fbc1ca6,GULO ALE,Omega Yeast,OYL-501,Hybrid,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,12,85,90,Medium,20,25,"Saison, Ales","Gulo Ale is the latest creation to emerge from the curious minds of our R&D team. The progeny of Irish Ale (OYL-005) and French Saison (OYL-026), this true genetic hybrid is a beast at devouring sugars, which creates a very dry beer without any of the peppery, clove phenolics associated with saisons and Belgian ales. Expect a citrus-forward aroma with hints of peach and a clean finish. Gulo Ale excels in any style where a high level of attenuation is desired without phenolics. We love using it in an IPA (including a brut IPA), stout, or Bière de Garde. Non-phenolic."
40e883b2-c718-44ba-811f-b86e1fb004f3,Hefeweizen Ale I,Omega Yeast,OYL-021,,Liquid,Saccharomyces cerevisiae,,,,,,10,73,77,Low,18,24,"Hefeweizen, Ales","A classic German wheat strain, it's a cloudy, big top cropper. Presenting banana and clove, the esters turn up with increased temperatures, wort density and decreased pitch rate, or stay muted at lower temperatures where clove stands out. Over pitching can lessen the banana. Sulfur conditions out. See also Belgian Ale A (OYL-024) for an alternate complexity."
c7bff21e-6523-4be8-a7cf-632b660101d9,Hefeweizen Ale II,Omega Yeast,OYL-022,,Liquid,Saccharomyces cerevisiae,,,,,,10,70,76,High,17,24,"Hefeweizen, Ales","Identical to Hefeweizen Ale I (OYL-021) except flocculent, Hefeweizen Ale II produces a crystal clear body with no additional steps and is a big top cropper. Up esters with upper fermentation temperatures, wort density and decreased pitch rate, or keep esters muted to let clove show. Turn down banana by over pitching. Sulfur conditions out."
292c4f6e-755f-406f-87d3-228f882bb6d3,Hornindal Kveik,Omega Yeast,OYL-091,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,16,75,82,High,22,37,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","A wonderfully unique Norwegian farmstead kveik, Hornindal produces a tropical flavor and complex aroma that can present itself as stonefruit, pineapple, and dried fruit leather, which complement fruit-forward hops. Add even more dimension to C hops and increase ester intensity with a high fermentation temperature. Ferments well at 90°F+. Non-phenolic and no fusels, even at higher temperatures."
650bfe03-d923-4461-b783-e11fa1bfdaea,HOTHEAD ALE,Omega Yeast,OYL-057,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,11,75,85,Medium High,22,37,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","A highly flocculent Norwegian ale strain with an astoundingly wide temperature range and little change in flavor across the range. Clean enough for both American and English styles, it has a unique honey-like aroma with overripe mango. Complementary to modern, fruity hops. Temperature control is unnecessary with this strain. Non-phenolic and no fusels, even at higher temperatures"
e3bce601-0db9-41f1-b8f7-7e205e3c7830,IRISH ALE,Omega Yeast,OYL-005,,Liquid,,,,,,,12,69,75,Medium,17,22,"Ales, British Ales","Ireland's storied stout is thought to be balanced by this dry, crisp, lightly fruity, versatile and powerful strain. A good fermenter with reliable, average flocculation (some diacetyl possible), and a hint of fruit at the lowest recommended temperatures, which increases in complexity at higher temperatures (64+). Successful in dark and high gravity beers. Sláinte!"
44a19f6b-3614-4db9-888a-1cd5edea8138,JOVARU LITHUANIAN FARMHOUSE,Omega Yeast,OYL-033,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,10,80,85,Medium Low,21,35,Farmhouse,"Borne from an exclusive partnership with the famed Jovaru Brewery's queen of Lithuanian farmhouse beer, this unique yeast complements farmhouse beers with citrusy esters and restrained phenols. The strain produces a character of lemon pith, black pepper, and a soft mouthfeel. I sveikata!"
0a9eea6a-bfa1-44e4-a60f-026f756b3357,KOLSCH I,Omega Yeast,OYL-017,,Liquid,,,,,,,10,73,77,Low,13,21,Ales,"An enthusiastically top cropping, lager-like ale strain from Koln, Kolsch I is lightly fruity, crisp and clean, and accentuates hop flavors well. This strain can be fermented colder than Kolsch II (OYL- 044), and is powdery and slow to drop clear (filtering recommended). Kolsch II (OYL-044) is a little easier to manage. Sulfur disappears with age."
f6be8154-d09a-446e-b5ec-78ec079a1e06,KOLSCH II,Omega Yeast,OYL-044,,Liquid,,,,,,,10,72,78,Medium Low,18,21,Ales,"This Kolsch strain is warmer fermenting than Kolsch I (OYL-017), flocculates much better and clears more quickly, so is a little easier to manage. It is a lager-like ale strain that's lightly fruity, crisp and clean with a hint of sulfur that disappears with age to leave a clean ale. Accentuates hop flavors."
91c6c474-cc47-4f03-908f-0eeb6409ddaf,LACTOBACILLUS BLEND,Omega Yeast,OYL-605,Mixed-culture,Liquid,"Lactobacillus brevis, plantarum",,,,,,,,,,20,35,Farmhouse,"A Lactobacillus brevis and plantarum blend with a wide temperature range. The Lacto plantarum, isolated in collaboration with Marz Community Brewing, sours efficiently at its higher end. Do not sour above 95°F to prevent stalling. Max souring develops within 24-48 hrs. Extremely hop sensitive, even 2 IBUs can prevent souring."
9d2ea40e-126e-4d6f-82a1-b13dc97a3d6e,LAGER I,Omega Yeast,OYL-100,,Liquid,,,,,,,9,71,75,Medium High,9,13,Lagers,"Early inspiration for light American lager and thought to be from Budejovice, this crisp, balanced strain is lightly malty and finishes with very slight fruit notes. It is the backbone of the classic Czech Pilsner profile where the yeast character should neither dominate nor disappear among the beer's subtle balance of malts and hops."
15bc0a4e-1b5a-443b-829c-cccd5147d0dc,LONDON ALE,Omega Yeast,OYL-003,,Liquid,,,,,,,11,67,77,Medium,19,22,"Ales, British Ales","The London Ale strain is a high attenuator that has obvious English character in its pronounced mineral and mild fruit. It performs best for dry, crisp beers, and in highlighting hop bitterness. For more neutral strains, try West Coast Ale I (OYL-004), or keep the English deportment with British Ale I (OYL-006) or British Ale VI (OYL-013)."
77083abb-0827-4252-801b-f7e40a4b09a3,Lutra Kveik,Omega Yeast,OYL-071,Kveik,Liquid,Saccharomyces cerevisiae,,,,,,11,75,82,Medium High,20,35,"Kveik, American IPA, Hazy IPA, American Pale Ale, Black IPA, Red IPA, Red Ale, Robust Porter, American Stout, Winter Seasonal Beer, English IPA, Extra Special Bitter, Bitter, Stout, Tropical, Blonde Ale, American Strong Ale, Cream Ale, American Amber Lager, American Brown Ale, White IPA, Imperial IPA","Isolated from our Hornindal Kveik (OYL-091) culture, Lutra is shockingly clean with unrivaled speed when pitched at 90°F (32°C). The strain is perfect for brewing a refreshing pseudo-lager without the lead time of a lager. Lutra is your worry-free way to navigate the evolving demand for cold ones."
3543dbad-c828-4159-8bf2-0e3eb18dfb57,MEXICAN LAGER,Omega Yeast,OYL-113,,Liquid,,,,,,,9,70,78,Medium,10,13,Lagers,"This great lager strain is thought to originate from a well known Mexican brewery. Simply put, it is clean, crisp, bright and versatile."
56574e3c-1d26-49ef-bf57-a42f4bc2c751,NORTHWEST FARMHOUSE BRETT,Omega Yeast,OYL-216,,Liquid,Brettanomyces Bruxellensis,,,,,,10,70,85,Low,20,27,Farmhouse,"Enjoy the lighter side of funkiness with this B. bruxellensis variant that hails from a Northwest U.S. brewery. It's known for its wonderful white wine character and light funk, and develops its character rather quickly. Brett character will be apparent within a few weeks of reaching terminal gravity and will continue to develop if given additional conditioning time."
145f69e6-c5dc-4690-895d-5f4c8ab2c327,Oktoberfest,Omega Yeast,OYL-107,,Liquid,Saccharomyces pastorianus,,,,,,9,73,77,Medium High,8,14,"Lagers, Märzen","This strain is a slow fermenter but said to be worth the wait by fans of Märzenbier and Oktoberfest Lagers particularly. It facilitates a smooth, rich, balanced beer with full, malty profile. Make sure to give it a thorough diacetyl rest."
660b7425-39c8-4ea9-80b9-1fb73b40e2b0,PACIFIC NW ALE,Omega Yeast,OYL-012,,Liquid,,,,,,,10,67,71,High,18,24,Ales,"A strain from the Pacific NW, originally from the UK, the Pacific NW Ale strain presents a relatively neutral profile with notes of malt and light fruit that add depth of flavor. It is a healthy flocculator."
4371fb6d-4019-42ae-a7c7-180fb4fbc0a4,PEDIOCOCCUS,Omega Yeast,OYL-606,Mixed-culture,Liquid,"Pediococcus brevis, plantarum",,,,,,,,,,20,27,Farmhouse,"This modestly hop tolerant Pedio strain produces a clean lactic tang over time. The strain can produce diacetyl so it is often paired with one or more Brett strains (to consume the diacetyl). While more hop tolerant than the Lacto Blend (OYL-605), IBUs over 5-10 IBU may inhibit souring. Souring time can vary depending on IBU level."
f4b7217c-2184-4b65-9752-a3c3d34849fd,PILSNER I,Omega Yeast,OYL-101,,Liquid,,,,,,,9,72,76,Medium High,9,13,Lagers,"Thought to be the H strain of the famous Plzen brewer, this lager strain has a dry and neutral taste profile and is gently malty with a lightly perceptible floral aroma. The first of the famous Czech strains inspiring America's most famous light, brilliantly clear, golden lagers. Commonly produces sulfur during fermentation that clears during lagering. Watch out for diacetyl."
d462af59-53d2-44dd-a92c-f3e5c7a5f257,PILSNER II,Omega Yeast,OYL-108,,Liquid,,,,,,,9,70,74,Medium High,10,14,Lagers,"Thought to be the D strain of the famous Pilsen brewer. With a dry and malty taste profile, it is the second of the famous Czech strains inspiring America's most famous light, brilliantly clear, golden lagers."
